text,phonetic,meaning,example,audio,tag,difficulty,root,inflections,source,grade
Catherine,'kæθərin,叶卡捷琳娜二世（俄国女皇）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
at war,,处于交战状态,,,人教版高中必修2,3,,,人教版 高中必修2,高中
remove,rɪ'muv,移动；搬开,,,人教版高中必修2,3,,,人教版 高中必修2,高中
less than,,少于,,,人教版高中必修2,3,,,人教版 高中必修2,高中
wooden,'wʊdn,木制的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
doubt,daʊt,怀疑；疑惑；怀疑；不信,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Konigsberg,,哥尼斯堡（俄罗斯港市Kaliningrad的旧称）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
the Baltic Sea,,波罗的海,,,人教版高中必修2,3,,,人教版 高中必修2,高中
mystery,ˈmɪstri,神秘；神秘的事物,,,人教版高中必修2,3,,,人教版 高中必修2,高中
former,'fɔrmɚ,以前的；从前的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
worth,wɝθ,值得的；相当于……的价值；价值；作用；[古]值钱的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
rebuild,，ri'bɪld,重建,,,人教版高中必修2,3,,,人教版 高中必修2,高中
local,ˈloʊkl,本地的；当地的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
apart,ə'pɑrt,分离地；分别地,,,人教版高中必修2,3,,,人教版 高中必修2,高中
take apart,,拆开,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Leningrad,'leninɡræd,列宁格勒（苏联城市）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
painting,'pentɪŋ,绘画；画,,,人教版高中必修2,3,,,人教版 高中必修2,高中
castle,'kæsl,城堡,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Windsor Castle,,温莎城堡（英国著名城堡）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
trial,'traɪəl,审判；审讯；试验,,,人教版高中必修2,3,,,人教版 高中必修2,高中
eyewitness,'aɪwɪtnəs,目击者；证人,,,人教版高中必修2,3,,,人教版 高中必修2,高中
evidence,'ɛvɪdəns,根据；证据,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Jan Hasek,,简•哈兹克（男名）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Czech Republic,,捷克共和国（东欧国家）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
explode,ɪk'splod,爆炸,,,人教版高中必修2,3,,,人教版 高中必修2,高中
entrance,(for v.)ɪnˈtræns; (for n.) ˈɛntrəns,入口,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Hans Braun,,汉斯•布朗（男名）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
sailor,'selɚ,水手；海员；船员,,,人教版高中必修2,3,,,人教版 高中必修2,高中
sink,sɪŋk,(过去式 sank， 过去分词 sunk; 过去式 sunk， 过去分词 sunken) 下沉；沉下,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Anna Petrov,,安娜•帕特罗夫（女名）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
maid,med,女仆；少女,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Berlin,bɝ'lɪn,柏林（德国首都）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
think highly of,,看重；器重,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Johann Webber,,约翰•韦伯（男名）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
informal,ɪn'fɔrml,非正式的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
debate,dɪ'bet,争论；辩论；争论；辨论,,,人教版高中必修2,3,,,人教版 高中必修2,高中
ancient,ˈenʃənt,古代的；古老的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
compete,kəm'pit,竞争；比赛,,,人教版高中必修2,3,,,人教版 高中必修2,高中
competitor,kəm'pɛtɪtɚ,竞争者,,,人教版高中必修2,3,,,人教版 高中必修2,高中
take part in,,参加；参与,,,人教版高中必修2,3,,,人教版 高中必修2,高中
medal,'mɛdl,奖章；勋章；纪念章,,,人教版高中必修2,3,,,人教版 高中必修2,高中
stand for,,代表；象征；表示,,,人教版高中必修2,3,,,人教版 高中必修2,高中
mascot,'mæskɑt,吉祥物,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Pausanias,pɔ:'seiniæs,帕萨尼亚斯（男名；古希腊人名）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Greece,ɡriːs,希腊,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Greek,grik,希腊（人）的；希腊语的；希腊人；希腊语,,,人教版高中必修2,3,,,人教版 高中必修2,高中
magical,'mædʒɪkl,巫术的；魔术的；有魔力的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
volunteer,，vɑlən'tɪr,志愿者；志愿兵；自愿,,,人教版高中必修2,3,,,人教版 高中必修2,高中
homeland,'homlænd,祖国；本国,,,人教版高中必修2,3,,,人教版 高中必修2,高中
regular,'rɛgjəlɚ,定期的；常规的；规则的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
basis,'besɪs,基础；根据,,,人教版高中必修2,3,,,人教版 高中必修2,高中
athlete,'æθlit,运动员；运动选手,,,人教版高中必修2,3,,,人教版 高中必修2,高中
admit,əd'mɪt,容许；承认；接纳,,,人教版高中必修2,3,,,人教版 高中必修2,高中
slave,sleɪv,奴隶,,,人教版高中必修2,3,,,人教版 高中必修2,高中
nowadays,'naʊədez,现今；现在,,,人教版高中必修2,3,,,人教版 高中必修2,高中
gymnastics,dʒɪm'næstɪks,体操；体能训练,,,人教版高中必修2,3,,,人教版 高中必修2,高中
athletics,æθ'lɛtɪks,体育运动；田径运动,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Stadium,'stedɪəm,（露天大型）体育场,,,人教版高中必修2,3,,,人教版 高中必修2,高中
gymnasium,dʒɪm'nezɪəm,体育馆；健身房,,,人教版高中必修2,3,,,人教版 高中必修2,高中
gym,dʒɪm,体育馆；健身房,,,人教版高中必修2,3,,,人教版 高中必修2,高中
as well,,也；又；还,,,人教版高中必修2,3,,,人教版 高中必修2,高中
host,host,做东；主办；招待；主人,,,人教版高中必修2,3,,,人教版 高中必修2,高中
responsibility,rɪˌspɑːnsəˈbɪləti,责任；职责,,,人教版高中必修2,3,,,人教版 高中必修2,高中
olive,'ɑlɪv,橄榄；橄榄树；橄榄绿,,,人教版高中必修2,3,,,人教版 高中必修2,高中
wreath,riθ,花圈；花冠；圈状物,,,人教版高中必修2,3,,,人教版 高中必修2,高中
replace,rɪ'ples,取代；代替；替换,,,人教版高中必修2,3,,,人教版 高中必修2,高中
motto,'mɑto,座右铭；格言；警句,,,人教版高中必修2,3,,,人教版 高中必修2,高中
swift,swɪft,快的；迅速的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
similarity,，sɪmə'lærəti,相似点,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Athens,'æθɪnz,雅典（希腊首都）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
charge,tʃɑrdʒ,收费；控诉；费用；主管,,,人教版高中必修2,3,,,人教版 高中必修2,高中
in charge,in'tʃa:dʒ,主管；看管,,,人教版高中必修2,3,,,人教版 高中必修2,高中
physical,'fɪzɪkl,身体的；物理的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
fine,faɪn,罚款,,,人教版高中必修2,3,,,人教版 高中必修2,高中
poster,'postɚ,海报；招贴,,,人教版高中必修2,3,,,人教版 高中必修2,高中
advertise,'ædvɚtaɪz,做广告；登广告,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Atlanta,æt'læntə,亚特兰大（女名；城市名）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
princess,prɪnˌsɛs,公主,,,人教版高中必修2,3,,,人教版 高中必修2,高中
glory,'ɡlɔri,光荣；荣誉,,,人教版高中必修2,3,,,人教版 高中必修2,高中
bargain,ˈbɑrɡɪn,讨价还价；讲条件；便宜货,,,人教版高中必修2,3,,,人教版 高中必修2,高中
prince,prɪns,王子,,,人教版高中必修2,3,,,人教版 高中必修2,高中
hopeless,ˈhoʊpləs,没有希望的；绝望的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Hippomenes,hi'pɔməni:z,希波墨涅斯（男名；古希腊人名）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
foolish,'fulɪʃ,愚蠢的；傻的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
goddess,ɡɑdɪs,女神,,,人教版高中必修2,3,,,人教版 高中必修2,高中
pain,pen,疼痛；痛苦,,,人教版高中必修2,3,,,人教版 高中必修2,高中
one after another,,陆续地；一个接一个地,,,人教版高中必修2,3,,,人教版 高中必修2,高中
deserve,dɪ'zɝv,应受（报答或惩罚）；值得,,,人教版高中必修2,3,,,人教版 高中必修2,高中
striker,'straɪkɚ,（足球的）前锋,,,人教版高中必修2,3,,,人教版 高中必修2,高中
abacus,'æbəkəs,算盘,,,人教版高中必修2,3,,,人教版 高中必修2,高中
calculator,'kælkjuletɚ,计算器,,,人教版高中必修2,3,,,人教版 高中必修2,高中
PC,,（personal computer）个人电脑；个人计算机,,,人教版高中必修2,3,,,人教版 高中必修2,高中
laptop,'læptɑp,手提电脑,,,人教版高中必修2,3,,,人教版 高中必修2,高中
PDA,,(personal digital assistant)掌上电脑；个人数码助理,,,人教版高中必修2,3,,,人教版 高中必修2,高中
analytical,，ænə'lɪtɪkl,头脑周密的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
calculate,'kælkjulet,计算,,,人教版高中必修2,3,,,人教版 高中必修2,高中
universal,'jʊnə'vɝsl,普遍的；通用的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
simplify,'sɪmplɪfaɪ,简化,,,人教版高中必修2,3,,,人教版 高中必修2,高中
sum,sʌm,金额；总数；算术题,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Charles Babbage,,查尔斯•巴比奇（英国数学教授）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
operator,'ɑpəretɚ,电话接线员；〔机器或设备的〕操作者，操作员,,,人教版高中必修2,3,,,人教版 高中必修2,高中
logical,'lɑdʒɪkl,合情理的；合逻辑的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
logically,'lɑdʒɪkli,逻辑上；合逻辑地；有条理地,,,人教版高中必修2,3,,,人教版 高中必修2,高中
technology,tɛkˈnɑlədʒɪ,工艺；科技；技术,,,人教版高中必修2,3,,,人教版 高中必修2,高中
technological,tɛknə'lɑdʒɪkl,科技的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
revolution,'rɛvə'lʊʃən,革命,,,人教版高中必修2,3,,,人教版 高中必修2,高中
artificial,，ɑrtɪ'fɪʃl,人造的；假的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
intelligence,ɪn'tɛlɪdʒəns,智力；聪明；智能,,,人教版高中必修2,3,,,人教版 高中必修2,高中
intelligent,ɪn'tɛlɪdʒənt,聪明的；智能的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Alan Turing,,艾伦•图灵（英国数学家）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
solve,sɑlv,解决；解答,,,人教版高中必修2,3,,,人教版 高中必修2,高中
mathematical,，mæθə'mætɪkl,数学的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
from...on,,从……时起,,,人教版高中必修2,3,,,人教版 高中必修2,高中
reality,rɪ'æləti,真实；现实；事实,,,人教版高中必修2,3,,,人教版 高中必修2,高中
designer,dɪ'zaɪnɚ,设计师,,,人教版高中必修2,3,,,人教版 高中必修2,高中
personal,'pɝsənl,私人的；个人的；亲自的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
personally,'pə:sənəli,就个人而言；亲自,,,人教版高中必修2,3,,,人教版 高中必修2,高中
tube,tub,管；管子；电子管,,,人教版高中必修2,3,,,人教版 高中必修2,高中
transistor,træn'zɪstɚ,晶体管,,,人教版高中必修2,3,,,人教版 高中必修2,高中
chip,tʃɪp,芯片；碎片,,,人教版高中必修2,3,,,人教版 高中必修2,高中
as a result,,结果,,,人教版高中必修2,3,,,人教版 高中必修2,高中
total,'totl,总的；整个的；总数；合计,,,人教版高中必修2,3,,,人教版 高中必修2,高中
totally,'totəli,完全地；整个地,,,人教版高中必修2,3,,,人教版 高中必修2,高中
so...that...,,如此……以致于……,,,人教版高中必修2,3,,,人教版 高中必修2,高中
network,'nɛtwɝk,网络；网状物,,,人教版高中必修2,3,,,人教版 高中必修2,高中
web,wɛb,网,,,人教版高中必修2,3,,,人教版 高中必修2,高中
application,ˌæpləˈkeʃən,申请；应用；用途,,,人教版高中必修2,3,,,人教版 高中必修2,高中
finance,'faɪnæns,金融；财经,,,人教版高中必修2,3,,,人教版 高中必修2,高中
mobile,ˈməʊbl;mobil,可移动的；机动的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
rocket,'rɑkɪt,火箭,,,人教版高中必修2,3,,,人教版 高中必修2,高中
explore,ɪk'splɔr,探究；探索；探测,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Mars,mɑrz,火星,,,人教版高中必修2,3,,,人教版 高中必修2,高中
anyhow,'ɛnɪ'haʊ,（也作anyway）无论如何；即使如此,,,人教版高中必修2,3,,,人教版 高中必修2,高中
goal,ɡol,目标；目的；球门；（进球）得分,,,人教版高中必修2,3,,,人教版 高中必修2,高中
happiness,'hæpɪnəs,幸福；快乐,,,人教版高中必修2,3,,,人教版 高中必修2,高中
human race,,人类,,,人教版高中必修2,3,,,人教版 高中必修2,高中
supporting,sə'pɔrtɪŋ,(演员)配角的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
download,，daʊn'lod,下载,,,人教版高中必修2,3,,,人教版 高中必修2,高中
programmer,'progræmɚ,程序员；程序师,,,人教版高中必修2,3,,,人教版 高中必修2,高中
virus,'vaɪrəs,病毒,,,人教版高中必修2,3,,,人教版 高中必修2,高中
android,'ændrɔɪd,机器人,,,人教版高中必修2,3,,,人教版 高中必修2,高中
signal,'sɪgnl,发信号；信号,,,人教版高中必修2,3,,,人教版 高中必修2,高中
teammate,'tim'met,队友,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Nagoya,'nɑ:ɡɔ:'jɑ:,名古屋（日本港市）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Seattle,si'ætl,西雅图（美国城市）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
type,taɪp,类型；打字,,,人教版高中必修2,3,,,人教版 高中必修2,高中
in a way,,在某种程度上,,,人教版高中必修2,3,,,人教版 高中必修2,高中
coach,kotʃ,教练,,,人教版高中必修2,3,,,人教版 高中必修2,高中
arise,ə'raɪz,(过去式 arose， 过去分词 arisen)出现；发生,,,人教版高中必修2,3,,,人教版 高中必修2,高中
with the help of,,在……的帮助下,,,人教版高中必修2,3,,,人教版 高中必修2,高中
electronic,ɪˌlɛkˈtrɑnɪk,电子的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
appearance,ə'pɪrəns,外观；外貌；出现,,,人教版高中必修2,3,,,人教版 高中必修2,高中
character,'kærɪktɚ,性格；特点,,,人教版高中必修2,3,,,人教版 高中必修2,高中
mop,mɑp,拖把；用拖把拖；擦；用拖把拖；擦,,,人教版高中必修2,3,,,人教版 高中必修2,高中
deal with,,处理；安排；对付,,,人教版高中必修2,3,,,人教版 高中必修2,高中
watch over,,看守；监视,,,人教版高中必修2,3,,,人教版 高中必修2,高中
naughty,'nɔti,顽皮的；淘气的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
niece,nis,侄女；甥女,,,人教版高中必修2,3,,,人教版 高中必修2,高中
spoil,spɔɪl,宠坏；损坏,,,人教版高中必修2,3,,,人教版 高中必修2,高中
wildlife,'waɪldlaɪf,野生动植物,,,人教版高中必修2,3,,,人教版 高中必修2,高中
protection,prə'tɛkʃən,保护,,,人教版高中必修2,3,,,人教版 高中必修2,高中
wild,waɪld,野生的；野的；未开发的；荒凉的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
habitat,'hæbə'tæt,栖息地（动植物的）自然环境；,,,人教版高中必修2,3,,,人教版 高中必修2,高中
threaten,'θrɛtn,恐吓；威胁,,,人教版高中必修2,3,,,人教版 高中必修2,高中
decrease,dɪ'kris,减少；（使）变小；或变少,,,人教版高中必修2,3,,,人教版 高中必修2,高中
endanger,ɪn'dendʒɚ,危害；使受到危险,,,人教版高中必修2,3,,,人教版 高中必修2,高中
die out,,灭亡；逐渐消失,,,人教版高中必修2,3,,,人教版 高中必修2,高中
loss,lɔs,遗失；丧失；损失,,,人教版高中必修2,3,,,人教版 高中必修2,高中
reserve,rɪ'zɝv,保护区,,,人教版高中必修2,3,,,人教版 高中必修2,高中
hunt,hʌnt,打猎；猎取；搜寻,,,人教版高中必修2,3,,,人教版 高中必修2,高中
zone,zon,地域；地带；地区,,,人教版高中必修2,3,,,人教版 高中必修2,高中
in peace,,和平地；和睦地；安祥地,,,人教版高中必修2,3,,,人教版 高中必修2,高中
in danger,,在危险中；垂危,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Daisy,'deɪzɪ,戴茜（女名）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
species,'spiʃiz,种类；物种,,,人教版高中必修2,3,,,人教版 高中必修2,高中
carpet,'kɑrpɪt,地毯,,,人教版高中必修2,3,,,人教版 高中必修2,高中
respond,rɪ'spɑnd,响应；做出反应；回答,,,人教版高中必修2,3,,,人教版 高中必修2,高中
distant,'dɪstənt,远的；远处的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
fur,fɝ,毛；软毛；毛皮,,,人教版高中必修2,3,,,人教版 高中必修2,高中
antelope,'æntɪlop,羚羊,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Zimbabwe,zim'bɑ:bwei; -wi,津巴布韦（非洲东南部国家）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
relief,rɪ'lif,（痛苦或忧虑的）减轻或解除；减轻痛苦的事物,,,人教版高中必修2,3,,,人教版 高中必修2,高中
in relief,,如释重负；松了口气,,,人教版高中必修2,3,,,人教版 高中必修2,高中
laughter,'læftɚ,笑；笑声,,,人教版高中必修2,3,,,人教版 高中必修2,高中
burst into laughter,,突然笑起来；大声笑了出来,,,人教版高中必修2,3,,,人教版 高中必修2,高中
mercy,'mɝsi,仁慈；宽恕；怜悯,,,人教版高中必修2,3,,,人教版 高中必修2,高中
certain,'sɝtn,确定的；一定的；某一,,,人教版高中必修2,3,,,人教版 高中必修2,高中
importance,ɪm'pɔrtns,重要（性）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
WWF,,(Word Wildlife Fund)世界野生生物基金会,,,人教版高中必修2,3,,,人教版 高中必修2,高中
rub,rʌb,擦；摩擦,,,人教版高中必修2,3,,,人教版 高中必修2,高中
protect...from,,保护……不受……（危害）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
mosquito,məˈskiːtoʊ,蚊子,,,人教版高中必修2,3,,,人教版 高中必修2,高中
millipede,'mɪlɪpid,(等同于millepede) 千足虫,,,人教版高中必修2,3,,,人教版 高中必修2,高中
insect,'ɪnsɛkt,昆虫,,,人教版高中必修2,3,,,人教版 高中必修2,高中
contain,kən'ten,包含；容纳；克制〔强烈的感情〕,,,人教版高中必修2,3,,,人教版 高中必修2,高中
powerful,'paʊɚfl,强大的；有力的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
affect,ə'fɛkt,影响；感动；侵袭,,,人教版高中必修2,3,,,人教版 高中必修2,高中
attention,ə'tɛnʃən,注意；注意力；关注,,,人教版高中必修2,3,,,人教版 高中必修2,高中
pay attention to,,注意,,,人教版高中必修2,3,,,人教版 高中必修2,高中
appreciate,ə'priʃɪet,感激；鉴赏；意识到,,,人教版高中必修2,3,,,人教版 高中必修2,高中
succeed,sək'sid,成功；接替；继任,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Indonesia,'indəu'ni:zjə，-ʒə,印度尼西亚（东南亚岛国）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
rhino,'raɪno,犀牛,,,人教版高中必修2,3,,,人教版 高中必修2,高中
secure,sə'kjʊr,可靠的；安全的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
income,'ɪnkʌm,收入,,,人教版高中必修2,3,,,人教版 高中必修2,高中
employ,ɪm'plɔɪ,雇用；利用（时间、精力等）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
harm,hɑrm,损害；危害；损害；危害,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Milu deer,,麋鹿,,,人教版高中必修2,3,,,人教版 高中必修2,高中
bite,baɪt,(过去式 bit， 过去分词 bitten)咬；叮；刺痛,,,人教版高中必修2,3,,,人教版 高中必修2,高中
extinction,ɪk'stɪŋkʃən,灭绝；消亡,,,人教版高中必修2,3,,,人教版 高中必修2,高中
dinosaur,ˈdaɪnəˌsɔr,恐龙,,,人教版高中必修2,3,,,人教版 高中必修2,高中
come into being,,形成；产生,,,人教版高中必修2,3,,,人教版 高中必修2,高中
county,'kaʊnti,县；郡,,,人教版高中必修2,3,,,人教版 高中必修2,高中
inspect,ɪn'spɛkt,检查；视察,,,人教版高中必修2,3,,,人教版 高中必修2,高中
unexpected,'ʌnɪk'spɛktɪd,没料到的；意外的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
incident,'ɪnsɪdənt,事件；事变,,,人教版高中必修2,3,,,人教版 高中必修2,高中
dust,dʌst,灰尘；尘埃；尘土,,,人教版高中必修2,3,,,人教版 高中必修2,高中
according to,,按照；根据……所说,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Mauritius,mə'rɪʃɚs,毛里求斯（非洲东部岛国）,,,人教版高中必修2,3,,,人教版 高中必修2,高中
disappearance,，dɪsə'pɪrəns,消失,,,人教版高中必修2,3,,,人教版 高中必修2,高中
fierce,fɪrs,凶猛的；猛烈的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
so that,,以致于；结果,,,人教版高中必修2,3,,,人教版 高中必修2,高中
ending,'ɛndɪŋ,结局；结尾,,,人教版高中必修2,3,,,人教版 高中必修2,高中
faithfully,'feθfəli,忠诚地；忠实地,,,人教版高中必修2,3,,,人教版 高中必修2,高中
Colobus monkey,,（非洲产）疣猴，髯猴,,,人教版高中必修2,3,,,人教版 高中必修2,高中
classical,'klæsɪkl,古典的；古典文艺的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
roll,rol,滚动；（使）摇摆；摇晃；卷；卷形物；面包圈,,,人教版高中必修2,3,,,人教版 高中必修2,高中
rock'n'roll,,(rock-and-roll) 摇滚乐,,,人教版高中必修2,3,,,人教版 高中必修2,高中
orchestra,'ɔrkɪstrə,管弦乐队,,,人教版高中必修2,3,,,人教版 高中必修2,高中
rap,ræp,说唱乐,,,人教版高中必修2,3,,,人教版 高中必修2,高中
folk,fok,民间的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
jazz,dʒæz,爵士音乐,,,人教版高中必修2,3,,,人教版 高中必修2,高中
choral,'kɔrəl,唱诗班的；合唱队的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
the Monkees,,门基乐队,,,人教版高中必修2,3,,,人教版 高中必修2,高中
musician,mjʊ'zɪʃən,音乐家,,,人教版高中必修2,3,,,人教版 高中必修2,高中
dream of,,梦见；梦想；设想,,,人教版高中必修2,3,,,人教版 高中必修2,高中
karaoke,，kærɪ'oki,卡拉OK录音；自动伴奏录音,,,人教版高中必修2,3,,,人教版 高中必修2,高中
pretend,prɪ'tɛnd,假装；假扮,,,人教版高中必修2,3,,,人教版 高中必修2,高中
to be honest,,说实在地；实话说,,,人教版高中必修2,3,,,人教版 高中必修2,高中
attach,ə'tætʃ,系上；缚上；附加；连接,,,人教版高中必修2,3,,,人教版 高中必修2,高中
attach...to,,认为有（重要性、意义）；附上；连接,,,人教版高中必修2,3,,,人教版 高中必修2,高中
form,fɔrm,（使）组成；形成；构成,,,人教版高中必修2,3,,,人教版 高中必修2,高中
fame,fem,名声；名望,,,人教版高中必修2,3,,,人教版 高中必修2,高中
passer-by,'pæsə'baɪ,过路人；行人,,,人教版高中必修2,3,,,人教版 高中必修2,高中
earn,ɝn,赚；挣得；获得,,,人教版高中必修2,3,,,人教版 高中必修2,高中
extra,'ɛkstrə,额外的；外加的,,,人教版高中必修2,3,,,人教版 高中必修2,高中
instrument,'ɪnstrəmənt,工具；器械；乐器,,,人教版高中必修2,3,,,人教版 高中必修2,高中
perform,pɚ'fɔrm,表演；履行；执行,,,人教版高中必修2,3,,,人教版 高中必修2,高中
performance,pɚ'fɔrməns,表演；演奏,,,人教版高中必修2,3,,,人教版 高中必修2,高中
